usina;uc;mes_ref;consumo;injetado;saldo;Tipo_de_Instalacao;Custo_de_Disponibilidade
Usina_Z;10030003;2023-06-01;1944.22;1844.22;;Trifásico;100
Usina_Z;10030003;2023-07-01;1759.1;1659.1;;Trifásico;100
Usina_Z;10030003;2023-08-01;1863.77;1763.77;;Trifásico;100
Usina_Z;10030003;2023-09-01;2419.7;2319.7;;Trifásico;100
Usina_Z;10030003;2023-10-01;3100.34;3000.34;;Trifásico;100
Usina_Z;10030003;2023-11-01;3130.68;3030.68;;Trifásico;100
Usina_Z;10030003;2023-12-01;3248.16;2983.41;;Trifásico;100
Usina_Z;10030003;2024-01-01;2621.65;2521.65;;Trifásico;100
Usina_Z;10030003;2024-02-01;2529.38;2429.38;;Trifásico;100
Usina_Z;10030003;2024-03-01;2873.57;2773.57;;Trifásico;100
Usina_Z;10030003;2024-04-01;2849.82;2749.82;;Trifásico;100
Usina_Z;10030003;2024-05-01;3364.92;3264.92;;Trifásico;100
Usina_Z;10030003;2024-06-01;2019.42;1919.42;;Trifásico;100
Usina_Z;10030003;2024-07-01;2452.46;1657.0;;Trifásico;100
Usina_Z;10030003;2024-08-01;2691.34;2591.34;;Trifásico;100
Usina_Z;10030003;2024-09-01;3232.0;3132.0;;Trifásico;100
Usina_Z;10030003;2024-10-01;3561.22;2966.79;;Trifásico;100
Usina_Z;10030003;2024-11-01;3945.38;3845.38;;Trifásico;100
Usina_Z;10030003;2024-12-01;3808.32;3708.32;7783.12;Trifásico;100
Usina_Z;10030004;2023-01-01;979.98;929.98;;Bifásico;50
Usina_Z;10030004;2023-02-01;947.15;897.15;;Bifásico;50
Usina_Z;10030004;2023-03-01;1066.14;1016.14;;Bifásico;50
Usina_Z;10030004;2023-04-01;1066.46;773.86;;Bifásico;50
Usina_Z;10030004;2023-05-01;1263.01;897.17;;Bifásico;50
Usina_Z;10030004;2023-06-01;742.0;692.0;;Bifásico;50
Usina_Z;10030004;2023-07-01;671.34;488.19;;Bifásico;50
Usina_Z;10030004;2023-08-01;711.29;661.29;;Bifásico;50
Usina_Z;10030004;2023-09-01;923.46;873.46;;Bifásico;50
Usina_Z;10030004;2023-10-01;1183.22;1133.22;;Bifásico;50
Usina_Z;10030004;2023-11-01;1194.8;1144.8;;Bifásico;50
Usina_Z;10030004;2023-12-01;1239.63;1167.99;;Bifásico;50
Usina_Z;10030004;2024-01-01;1009.39;959.39;;Bifásico;50
Usina_Z;10030004;2024-02-01;968.03;677.39;;Bifásico;50
Usina_Z;10030004;2024-03-01;1081.38;1031.38;;Bifásico;50
Usina_Z;10030004;2024-04-01;1089.51;1039.51;;Bifásico;50
Usina_Z;10030004;2024-05-01;1293.71;1219.69;;Bifásico;50
Usina_Z;10030004;2024-06-01;771.08;721.08;;Bifásico;50
Usina_Z;10030004;2024-07-01;917.36;867.36;;Bifásico;50
Usina_Z;10030004;2024-08-01;924.06;874.06;;Bifásico;50
Usina_Z;10030004;2024-09-01;1198.24;1148.24;;Bifásico;50
Usina_Z;10030004;2024-10-01;1429.53;1379.53;;Bifásico;50
Usina_Z;10030004;2024-11-01;1450.31;1400.31;;Bifásico;50
Usina_Z;10030004;2024-12-01;1414.01;1364.01;6017.82;Bifásico;50
Usina_Z;10030005;2023-01-01;523.26;331.64;;Bifásico;50
Usina_Z;10030005;2023-02-01;505.73;455.73;;Bifásico;50
Usina_Z;10030005;2023-03-01;569.26;519.26;;Bifásico;50
Usina_Z;10030005;2023-04-01;569.43;519.43;;Bifásico;50
Usina_Z;10030005;2023-05-01;674.38;624.38;;Bifásico;50
Usina_Z;10030005;2023-06-01;396.19;247.74;;Bifásico;50
Usina_Z;10030005;2023-07-01;358.46;308.46;;Bifásico;50
Usina_Z;10030005;2023-08-01;379.79;294.34;;Bifásico;50
Usina_Z;10030005;2023-09-01;493.08;443.08;;Bifásico;50
Usina_Z;10030005;2023-10-01;631.78;581.78;;Bifásico;50
Usina_Z;10030005;2023-11-01;637.96;442.6;;Bifásico;50
Usina_Z;10030005;2023-12-01;661.9;537.5;;Bifásico;50
Usina_Z;10030005;2024-01-01;530.22;480.22;;Bifásico;50
Usina_Z;10030005;2024-02-01;520.64;450.06;;Bifásico;50
Usina_Z;10030005;2024-03-01;578.99;371.61;;Bifásico;50
Usina_Z;10030005;2024-04-01;583.29;411.66;;Bifásico;50
Usina_Z;10030005;2024-05-01;687.25;607.22;;Bifásico;50
Usina_Z;10030005;2024-06-01;403.81;353.81;;Bifásico;50
Usina_Z;10030005;2024-07-01;451.53;401.53;;Bifásico;50
Usina_Z;10030005;2024-08-01;477.24;427.24;;Bifásico;50
Usina_Z;10030005;2024-09-01;626.4;576.4;;Bifásico;50
Usina_Z;10030005;2024-10-01;784.24;734.24;;Bifásico;50
Usina_Z;10030005;2024-11-01;735.11;685.11;;Bifásico;50
Usina_Z;10030005;2024-12-01;759.99;709.99;2496.04;Bifásico;50
Usina_Z;10030006;2023-01-01;2440.5;1708.82;;Trifásico;100
Usina_Z;10030006;2023-02-01;2358.75;2258.75;;Trifásico;100
Usina_Z;10030006;2023-03-01;2655.08;2555.08;;Trifásico;100
Usina_Z;10030006;2023-04-01;2655.87;2555.87;;Trifásico;100
Usina_Z;10030006;2023-05-01;3145.35;3045.35;;Trifásico;100
Usina_Z;10030006;2023-06-01;1847.84;1747.84;;Trifásico;100
Usina_Z;10030006;2023-07-01;1671.89;1571.89;;Trifásico;100
Usina_Z;10030006;2023-08-01;1771.38;1671.38;;Trifásico;100
Usina_Z;10030006;2023-09-01;2299.75;1861.35;;Trifásico;100
Usina_Z;10030006;2023-10-01;2946.65;2846.65;;Trifásico;100
Usina_Z;10030006;2023-11-01;2975.49;2683.05;;Trifásico;100
Usina_Z;10030006;2023-12-01;3087.14;2334.22;;Trifásico;100
Usina_Z;10030006;2024-01-01;2509.98;2409.98;;Trifásico;100
Usina_Z;10030006;2024-02-01;2418.93;1912.73;;Trifásico;100
Usina_Z;10030006;2024-03-01;2694.32;2142.73;;Trifásico;100
Usina_Z;10030006;2024-04-01;2719.19;2619.19;;Trifásico;100
Usina_Z;10030006;2024-05-01;3219.99;3016.48;;Trifásico;100
Usina_Z;10030006;2024-06-01;1880.09;1780.09;;Trifásico;100
Usina_Z;10030006;2024-07-01;2288.94;2188.94;;Trifásico;100
Usina_Z;10030006;2024-08-01;2537.56;2437.56;;Trifásico;100
Usina_Z;10030006;2024-09-01;3046.99;2946.99;;Trifásico;100
Usina_Z;10030006;2024-10-01;3682.83;3582.83;;Trifásico;100
Usina_Z;10030006;2024-11-01;3509.33;3409.33;;Trifásico;100
Usina_Z;10030006;2024-12-01;3834.95;3734.95;16609.33;Trifásico;100
Usina_Z;10030007;2023-01-01;2517.49;2467.49;;Bifásico;50
Usina_Z;10030007;2023-02-01;2433.16;2383.16;;Bifásico;50
Usina_Z;10030007;2023-03-01;2738.83;2688.83;;Bifásico;50
Usina_Z;10030007;2023-04-01;2739.65;2094.87;;Bifásico;50
Usina_Z;10030007;2023-05-01;3244.57;3030.29;;Bifásico;50
Usina_Z;10030007;2023-06-01;1906.13;1505.18;;Bifásico;50
Usina_Z;10030007;2023-07-01;1724.63;1674.63;;Bifásico;50
Usina_Z;10030007;2023-08-01;1827.25;1518.12;;Bifásico;50
Usina_Z;10030007;2023-09-01;2372.29;1901.67;;Bifásico;50
Usina_Z;10030007;2023-10-01;3039.6;2302.23;;Bifásico;50
Usina_Z;10030007;2023-11-01;3069.35;3019.35;;Bifásico;50
Usina_Z;10030007;2023-12-01;3184.53;3134.53;;Bifásico;50
Usina_Z;10030007;2024-01-01;2562.22;2512.22;;Bifásico;50
Usina_Z;10030007;2024-02-01;2463.31;2413.31;;Bifásico;50
Usina_Z;10030007;2024-03-01;2797.03;2747.03;;Bifásico;50
Usina_Z;10030007;2024-04-01;2814.69;2764.69;;Bifásico;50
Usina_Z;10030007;2024-05-01;3305.57;2857.74;;Bifásico;50
Usina_Z;10030007;2024-06-01;1942.11;1892.11;;Bifásico;50
Usina_Z;10030007;2024-07-01;2490.86;2440.86;;Bifásico;50
Usina_Z;10030007;2024-08-01;2304.9;2047.3;;Bifásico;50
Usina_Z;10030007;2024-09-01;3081.61;3031.61;;Bifásico;50
Usina_Z;10030007;2024-10-01;3787.47;3737.47;;Bifásico;50
Usina_Z;10030007;2024-11-01;3871.57;3821.57;;Bifásico;50
Usina_Z;10030007;2024-12-01;3896.09;3846.09;16541.21;Bifásico;50
Usina_Z;10030008;2023-01-01;866.92;816.92;;Bifásico;50
Usina_Z;10030008;2023-02-01;837.88;787.88;;Bifásico;50
Usina_Z;10030008;2023-03-01;943.14;893.14;;Bifásico;50
Usina_Z;10030008;2023-04-01;943.42;893.42;;Bifásico;50
Usina_Z;10030008;2023-05-01;1117.29;1067.29;;Bifásico;50
Usina_Z;10030008;2023-06-01;656.39;606.39;;Bifásico;50
Usina_Z;10030008;2023-07-01;593.89;543.89;;Bifásico;50
Usina_Z;10030008;2023-08-01;629.23;579.23;;Bifásico;50
Usina_Z;10030008;2023-09-01;816.92;766.92;;Bifásico;50
Usina_Z;10030008;2023-10-01;1046.71;996.71;;Bifásico;50
Usina_Z;10030008;2023-11-01;1056.95;1006.95;;Bifásico;50
Usina_Z;10030008;2023-12-01;1096.62;1046.62;;Bifásico;50
Usina_Z;10030008;2024-01-01;887.31;837.31;;Bifásico;50
Usina_Z;10030008;2024-02-01;865.52;647.79;;Bifásico;50
Usina_Z;10030008;2024-03-01;968.14;918.14;;Bifásico;50
Usina_Z;10030008;2024-04-01;966.14;710.1;;Bifásico;50
Usina_Z;10030008;2024-05-01;1144.12;1094.12;;Bifásico;50
Usina_Z;10030008;2024-06-01;671.71;438.8;;Bifásico;50
Usina_Z;10030008;2024-07-01;793.63;743.63;;Bifásico;50
Usina_Z;10030008;2024-08-01;817.83;767.83;;Bifásico;50
Usina_Z;10030008;2024-09-01;968.69;918.69;;Bifásico;50
Usina_Z;10030008;2024-10-01;1226.55;1176.55;;Bifásico;50
Usina_Z;10030008;2024-11-01;1199.66;1114.09;;Bifásico;50
Usina_Z;10030008;2024-12-01;1253.88;1203.88;3955.53;Bifásico;50
Usina_Z;10030009;2023-01-01;1556.07;1508.97;;Monofásico;30
Usina_Z;10030009;2023-02-01;1503.94;1473.94;;Monofásico;30
Usina_Z;10030009;2023-03-01;1692.88;1662.88;;Monofásico;30
Usina_Z;10030009;2023-04-01;1693.39;1663.39;;Monofásico;30
Usina_Z;10030009;2023-05-01;2005.48;1975.48;;Monofásico;30
Usina_Z;10030009;2023-06-01;1178.18;1108.85;;Monofásico;30
Usina_Z;10030009;2023-07-01;1066.0;1036.0;;Monofásico;30
Usina_Z;10030009;2023-08-01;1129.43;1099.43;;Monofásico;30
Usina_Z;10030009;2023-09-01;1466.32;1436.32;;Monofásico;30
Usina_Z;10030009;2023-10-01;1878.79;1848.79;;Monofásico;30
Usina_Z;10030009;2023-11-01;1897.17;1867.17;;Monofásico;30
Usina_Z;10030009;2023-12-01;1968.36;1938.36;;Monofásico;30
Usina_Z;10030009;2024-01-01;1594.37;1303.45;;Monofásico;30
Usina_Z;10030009;2024-02-01;1524.63;1494.63;;Monofásico;30
Usina_Z;10030009;2024-03-01;1712.84;1682.84;;Monofásico;30
Usina_Z;10030009;2024-04-01;1727.67;1697.67;;Monofásico;30
Usina_Z;10030009;2024-05-01;2036.13;1725.42;;Monofásico;30
Usina_Z;10030009;2024-06-01;1204.58;1174.58;;Monofásico;30
Usina_Z;10030009;2024-07-01;1463.32;1125.4;;Monofásico;30
Usina_Z;10030009;2024-08-01;1518.32;1291.82;;Monofásico;30
Usina_Z;10030009;2024-09-01;1723.18;1354.85;;Monofásico;30
Usina_Z;10030009;2024-10-01;2173.55;2143.55;;Monofásico;30
Usina_Z;10030009;2024-11-01;2169.4;2139.4;;Monofásico;30
Usina_Z;10030009;2024-12-01;2362.59;2332.59;5949.22;Monofásico;30
Usina_Z;10030010;2023-01-01;1788.55;1268.91;;Monofásico;30
Usina_Z;10030010;2023-02-01;1728.63;1698.63;;Monofásico;30
Usina_Z;10030010;2023-03-01;1945.8;1915.8;;Monofásico;30
Usina_Z;10030010;2023-04-01;1946.38;1916.38;;Monofásico;30
Usina_Z;10030010;2023-05-01;2305.1;2275.1;;Monofásico;30
Usina_Z;10030010;2023-06-01;1354.21;1324.21;;Monofásico;30
Usina_Z;10030010;2023-07-01;1225.26;1195.26;;Monofásico;30
Usina_Z;10030010;2023-08-01;1298.17;1216.26;;Monofásico;30
Usina_Z;10030010;2023-09-01;1685.39;1655.39;;Monofásico;30
Usina_Z;10030010;2023-10-01;2159.48;2129.48;;Monofásico;30
Usina_Z;10030010;2023-11-01;2180.62;2150.62;;Monofásico;30
Usina_Z;10030010;2023-12-01;2262.44;1776.88;;Monofásico;30
Usina_Z;10030010;2024-01-01;1819.16;1439.63;;Monofásico;30
Usina_Z;10030010;2024-02-01;1767.35;1737.35;;Monofásico;30
Usina_Z;10030010;2024-03-01;1988.48;1958.48;;Monofásico;30
Usina_Z;10030010;2024-04-01;2000.95;1970.95;;Monofásico;30
Usina_Z;10030010;2024-05-01;2345.81;2315.81;;Monofásico;30
Usina_Z;10030010;2024-06-01;1403.15;1373.15;;Monofásico;30
Usina_Z;10030010;2024-07-01;1535.22;1463.76;;Monofásico;30
Usina_Z;10030010;2024-08-01;1590.68;1560.68;;Monofásico;30
Usina_Z;10030010;2024-09-01;2010.87;1980.87;;Monofásico;30
Usina_Z;10030010;2024-10-01;2729.96;2680.68;;Monofásico;30
Usina_Z;10030010;2024-11-01;2487.15;2457.15;;Monofásico;30
Usina_Z;10030010;2024-12-01;2569.82;2169.31;0.0;Monofásico;30
Usina_Z;10030011;2023-01-01;2170.1;2070.1;;Trifásico;100
Usina_Z;10030011;2023-02-01;2097.4;1997.4;;Trifásico;100
Usina_Z;10030011;2023-03-01;2360.9;1986.94;;Trifásico;100
Usina_Z;10030011;2023-04-01;2361.61;2261.61;;Trifásico;100
Usina_Z;10030011;2023-05-01;2796.85;2611.64;;Trifásico;100
Usina_Z;10030011;2023-06-01;1643.1;1142.04;;Trifásico;100
Usina_Z;10030011;2023-07-01;1486.65;1386.65;;Trifásico;100
Usina_Z;10030011;2023-08-01;1575.11;1475.11;;Trifásico;100
Usina_Z;10030011;2023-09-01;2044.94;1687.15;;Trifásico;100
Usina_Z;10030011;2023-10-01;2620.16;2290.01;;Trifásico;100
Usina_Z;10030011;2023-11-01;2645.81;2545.81;;Trifásico;100
Usina_Z;10030011;2023-12-01;2745.09;2645.09;;Trifásico;100
Usina_Z;10030011;2024-01-01;2217.36;1791.07;;Trifásico;100
Usina_Z;10030011;2024-02-01;2160.14;1737.63;;Trifásico;100
Usina_Z;10030011;2024-03-01;2404.82;2304.82;;Trifásico;100
Usina_Z;10030011;2024-04-01;2390.69;2290.69;;Trifásico;100
Usina_Z;10030011;2024-05-01;2850.07;2750.07;;Trifásico;100
Usina_Z;10030011;2024-06-01;1679.65;1579.65;;Trifásico;100
Usina_Z;10030011;2024-07-01;1991.88;1891.88;;Trifásico;100
Usina_Z;10030011;2024-08-01;2162.72;1678.11;;Trifásico;100
Usina_Z;10030011;2024-09-01;2623.07;1915.27;;Trifásico;100
Usina_Z;10030011;2024-10-01;3241.59;3141.59;;Trifásico;100
Usina_Z;10030011;2024-11-01;3146.76;3046.76;;Trifásico;100
Usina_Z;10030011;2024-12-01;3265.41;3165.41;7271.33;Trifásico;100
Usina_Z;10030012;2023-01-01;957.05;907.05;;Bifásico;50
Usina_Z;10030012;2023-02-01;924.99;874.99;;Bifásico;50
Usina_Z;10030012;2023-03-01;1041.2;991.2;;Bifásico;50
Usina_Z;10030012;2023-04-01;1041.51;991.51;;Bifásico;50
Usina_Z;10030012;2023-05-01;1233.46;1183.46;;Bifásico;50
Usina_Z;10030012;2023-06-01;724.64;674.64;;Bifásico;50
Usina_Z;10030012;2023-07-01;655.64;605.64;;Bifásico;50
Usina_Z;10030012;2023-08-01;694.65;644.65;;Bifásico;50
Usina_Z;10030012;2023-09-01;901.85;851.85;;Bifásico;50
Usina_Z;10030012;2023-10-01;1155.54;1105.54;;Bifásico;50
Usina_Z;10030012;2023-11-01;1166.85;1116.85;;Bifásico;50
Usina_Z;10030012;2023-12-01;1210.63;1160.63;;Bifásico;50
Usina_Z;10030012;2024-01-01;977.2;927.2;;Bifásico;50
Usina_Z;10030012;2024-02-01;951.33;664.76;;Bifásico;50
Usina_Z;10030012;2024-03-01;1068.7;1018.7;;Bifásico;50
Usina_Z;10030012;2024-04-01;1055.0;1005.0;;Bifásico;50
Usina_Z;10030012;2024-05-01;1256.19;1206.19;;Bifásico;50
Usina_Z;10030012;2024-06-01;739.0;626.83;;Bifásico;50
Usina_Z;10030012;2024-07-01;865.77;815.77;;Bifásico;50
Usina_Z;10030012;2024-08-01;951.19;901.19;;Bifásico;50
Usina_Z;10030012;2024-09-01;1172.08;1001.49;;Bifásico;50
Usina_Z;10030012;2024-10-01;1341.27;1291.27;;Bifásico;50
Usina_Z;10030012;2024-11-01;1469.27;1059.53;;Bifásico;50
Usina_Z;10030012;2024-12-01;1414.91;1364.91;5847.27;Bifásico;50
Usina_Z;10030013;2023-01-01;741.83;549.93;;Bifásico;50
Usina_Z;10030013;2023-02-01;716.98;666.98;;Bifásico;50
Usina_Z;10030013;2023-03-01;807.06;757.06;;Bifásico;50
Usina_Z;10030013;2023-04-01;807.3;757.3;;Bifásico;50
Usina_Z;10030013;2023-05-01;956.08;906.08;;Bifásico;50
Usina_Z;10030013;2023-06-01;561.68;511.68;;Bifásico;50
Usina_Z;10030013;2023-07-01;508.2;458.2;;Bifásico;50
Usina_Z;10030013;2023-08-01;538.44;488.44;;Bifásico;50
Usina_Z;10030013;2023-09-01;699.05;649.05;;Bifásico;50
Usina_Z;10030013;2023-10-01;895.69;845.69;;Bifásico;50
Usina_Z;10030013;2023-11-01;904.45;707.64;;Bifásico;50
Usina_Z;10030013;2023-12-01;938.39;888.39;;Bifásico;50
Usina_Z;10030013;2024-01-01;757.41;707.41;;Bifásico;50
Usina_Z;10030013;2024-02-01;727.24;677.24;;Bifásico;50
Usina_Z;10030013;2024-03-01;822.88;772.88;;Bifásico;50
Usina_Z;10030013;2024-04-01;815.92;765.92;;Bifásico;50
Usina_Z;10030013;2024-05-01;967.36;917.36;;Bifásico;50
Usina_Z;10030013;2024-06-01;571.49;521.49;;Bifásico;50
Usina_Z;10030013;2024-07-01;739.54;689.54;;Bifásico;50
Usina_Z;10030013;2024-08-01;711.93;516.27;;Bifásico;50
Usina_Z;10030013;2024-09-01;892.32;842.32;;Bifásico;50
Usina_Z;10030013;2024-10-01;1112.76;958.34;;Bifásico;50
Usina_Z;10030013;2024-11-01;1035.04;959.47;;Bifásico;50
Usina_Z;10030013;2024-12-01;1085.31;1035.31;2826.22;Bifásico;50
Usina_Z;10030014;2023-01-01;1821.07;1771.07;;Bifásico;50
Usina_Z;10030014;2023-02-01;1760.06;1710.06;;Bifásico;50
Usina_Z;10030014;2023-03-01;1981.18;1677.34;;Bifásico;50
Usina_Z;10030014;2023-04-01;1981.77;1931.77;;Bifásico;50
Usina_Z;10030014;2023-05-01;2347.01;2297.01;;Bifásico;50
Usina_Z;10030014;2023-06-01;1378.83;1328.83;;Bifásico;50
Usina_Z;10030014;2023-07-01;1247.54;1197.54;;Bifásico;50
Usina_Z;10030014;2023-08-01;1321.77;1225.92;;Bifásico;50
Usina_Z;10030014;2023-09-01;1716.03;1666.03;;Bifásico;50
Usina_Z;10030014;2023-10-01;2198.74;2148.74;;Bifásico;50
Usina_Z;10030014;2023-11-01;2220.26;1705.32;;Bifásico;50
Usina_Z;10030014;2023-12-01;2303.58;2253.58;;Bifásico;50
Usina_Z;10030014;2024-01-01;1860.35;1810.35;;Bifásico;50
Usina_Z;10030014;2024-02-01;1810.48;1235.56;;Bifásico;50
Usina_Z;10030014;2024-03-01;2029.51;1979.51;;Bifásico;50
Usina_Z;10030014;2024-04-01;2029.39;1979.39;;Bifásico;50
Usina_Z;10030014;2024-05-01;2373.59;2323.59;;Bifásico;50
Usina_Z;10030014;2024-06-01;1416.31;1366.31;;Bifásico;50
Usina_Z;10030014;2024-07-01;1577.33;1527.33;;Bifásico;50
Usina_Z;10030014;2024-08-01;1804.57;1754.57;;Bifásico;50
Usina_Z;10030014;2024-09-01;2219.23;2169.23;;Bifásico;50
Usina_Z;10030014;2024-10-01;2611.22;2561.22;;Bifásico;50
Usina_Z;10030014;2024-11-01;2777.31;2727.31;;Bifásico;50
Usina_Z;10030014;2024-12-01;2803.05;2753.05;11748.96;Bifásico;50
Usina_Z;10030015;2023-01-01;1862.81;1832.81;;Monofásico;30
Usina_Z;10030015;2023-02-01;1800.4;1503.94;;Monofásico;30
Usina_Z;10030015;2023-03-01;2026.59;1996.59;;Monofásico;30
Usina_Z;10030015;2023-04-01;2027.19;1593.47;;Monofásico;30
Usina_Z;10030015;2023-05-01;2400.81;2370.81;;Monofásico;30
Usina_Z;10030015;2023-06-01;1410.43;1380.43;;Monofásico;30
Usina_Z;10030015;2023-07-01;1276.13;1246.13;;Monofásico;30
Usina_Z;10030015;2023-08-01;1352.07;1169.87;;Monofásico;30
Usina_Z;10030015;2023-09-01;1755.37;1725.37;;Monofásico;30
Usina_Z;10030015;2023-10-01;2249.14;2219.14;;Monofásico;30
Usina_Z;10030015;2023-11-01;2271.15;2153.66;;Monofásico;30
Usina_Z;10030015;2023-12-01;2356.38;1908.81;;Monofásico;30
Usina_Z;10030015;2024-01-01;1910.69;1880.69;;Monofásico;30
Usina_Z;10030015;2024-02-01;1841.27;1418.17;;Monofásico;30
Usina_Z;10030015;2024-03-01;2062.69;2032.69;;Monofásico;30
Usina_Z;10030015;2024-04-01;2082.97;2052.97;;Monofásico;30
Usina_Z;10030015;2024-05-01;2448.03;2418.03;;Monofásico;30
Usina_Z;10030015;2024-06-01;1469.18;1439.18;;Monofásico;30
Usina_Z;10030015;2024-07-01;1697.02;1667.02;;Monofásico;30
Usina_Z;10030015;2024-08-01;1859.85;1829.85;;Monofásico;30
Usina_Z;10030015;2024-09-01;2290.74;2260.74;;Monofásico;30
Usina_Z;10030015;2024-10-01;2692.63;2662.63;;Monofásico;30
Usina_Z;10030015;2024-11-01;2844.5;2814.5;;Monofásico;30
Usina_Z;10030015;2024-12-01;2673.12;2643.12;9111.66;Monofásico;30
Usina_Z;10030016;2023-01-01;1397.77;1127.91;;Monofásico;30
Usina_Z;10030016;2023-02-01;1350.94;1176.3;;Monofásico;30
Usina_Z;10030016;2023-03-01;1520.66;1490.66;;Monofásico;30
Usina_Z;10030016;2023-04-01;1521.12;1491.12;;Monofásico;30
Usina_Z;10030016;2023-05-01;1801.46;1575.04;;Monofásico;30
Usina_Z;10030016;2023-06-01;1058.33;1028.33;;Monofásico;30
Usina_Z;10030016;2023-07-01;957.56;927.56;;Monofásico;30
Usina_Z;10030016;2023-08-01;1014.53;984.53;;Monofásico;30
Usina_Z;10030016;2023-09-01;1317.15;1242.55;;Monofásico;30
Usina_Z;10030016;2023-10-01;1687.66;1657.66;;Monofásico;30
Usina_Z;10030016;2023-11-01;1704.17;1172.8;;Monofásico;30
Usina_Z;10030016;2023-12-01;1768.12;1738.12;;Monofásico;30
Usina_Z;10030016;2024-01-01;1424.44;1323.1;;Monofásico;30
Usina_Z;10030016;2024-02-01;1377.93;1347.93;;Monofásico;30
Usina_Z;10030016;2024-03-01;1565.48;1181.87;;Monofásico;30
Usina_Z;10030016;2024-04-01;1556.04;1526.04;;Monofásico;30
Usina_Z;10030016;2024-05-01;1822.2;1792.2;;Monofásico;30
Usina_Z;10030016;2024-06-01;1088.17;1058.17;;Monofásico;30
Usina_Z;10030016;2024-07-01;1270.33;1240.33;;Monofásico;30
