empresa;uc;mes_ref;consumo;injetado;saldo;Tipo_de_Instalacao;Custo_de_Disponibilidade
Empresa W;10030005;01/03/2023;523.74;423.74;;Trifásico;100
Empresa W;10030005;01/04/2023;523.89;423.89;;Trifásico;100
Empresa W;10030005;01/05/2023;620.44;420.1;;Trifásico;100
Empresa W;10030005;01/06/2023;364.5;215.95;;Trifásico;100
Empresa W;10030005;01/07/2023;329.79;229.79;;Trifásico;100
Empresa W;10030005;01/08/2023;349.42;174.95;;Trifásico;100
Empresa W;10030005;01/09/2023;453.64;344.16;;Trifásico;100
Empresa W;10030005;01/10/2023;581.25;360.31;;Trifásico;100
Empresa W;10030005;01/11/2023;586.94;486.94;;Trifásico;100
Empresa W;10030005;01/12/2023;608.96;379.22;;Trifásico;100
Empresa W;10030005;01/01/2024;493.91;350.97;;Trifásico;100
Empresa W;10030005;01/02/2024;479.88;379.88;;Trifásico;100
Empresa W;10030005;01/03/2024;531.34;431.34;;Trifásico;100
Empresa W;10030005;01/04/2024;530.91;430.91;;Trifásico;100
Empresa W;10030005;01/05/2024;630.51;530.51;;Trifásico;100
Empresa W;10030005;01/06/2024;373.22;273.22;;Trifásico;100
Empresa W;10030005;01/07/2024;473.94;373.94;;Trifásico;100
Empresa W;10030005;01/08/2024;458.8;358.8;;Trifásico;100
Empresa W;10030005;01/09/2024;557.87;376.84;;Trifásico;100
Empresa W;10030005;01/10/2024;677.07;577.07;;Trifásico;100
Empresa W;10030005;01/11/2024;733.19;633.19;;Trifásico;100
Empresa W;10030005;01/12/2024;743.83;643.83;3602.42;Trifásico;100
Empresa W;10030006;01/01/2023;1645.22;1615.22;;Monofásico;30
Empresa W;10030006;01/02/2023;1590.11;1560.11;;Monofásico;30
Empresa W;10030006;01/03/2023;1789.87;1759.87;;Monofásico;30
Empresa W;10030006;01/04/2023;1790.41;1760.41;;Monofásico;30
Empresa W;10030006;01/05/2023;2120.38;2090.38;;Monofásico;30
Empresa W;10030006;01/06/2023;1245.69;1215.69;;Monofásico;30
Empresa W;10030006;01/07/2023;1127.08;1097.08;;Monofásico;30
Empresa W;10030006;01/08/2023;1194.14;1164.14;;Monofásico;30
Empresa W;10030006;01/09/2023;1550.33;1520.33;;Monofásico;30
Empresa W;10030006;01/10/2023;1986.43;1956.43;;Monofásico;30
Empresa W;10030006;01/11/2023;2005.87;1975.87;;Monofásico;30
Empresa W;10030006;01/12/2023;2081.14;2051.14;;Monofásico;30
Empresa W;10030006;01/01/2024;1684.69;1654.69;;Monofásico;30
Empresa W;10030006;01/02/2024;1631.59;1601.59;;Monofásico;30
Empresa W;10030006;01/03/2024;1833.82;1803.82;;Monofásico;30
Empresa W;10030006;01/04/2024;1809.36;1779.36;;Monofásico;30
Empresa W;10030006;01/05/2024;2169.96;2139.96;;Monofásico;30
Empresa W;10030006;01/06/2024;1296.03;1266.03;;Monofásico;30
Empresa W;10030006;01/07/2024;1593.58;1563.58;;Monofásico;30
Empresa W;10030006;01/08/2024;1720.56;1690.56;;Monofásico;30
Empresa W;10030006;01/09/2024;1898.73;1640.87;;Monofásico;30
Empresa W;10030006;01/10/2024;2368.75;2338.75;;Monofásico;30
Empresa W;10030006;01/11/2024;2393.42;2030.2;;Monofásico;30
Empresa W;10030006;01/12/2024;2415.83;1877.52;0.0;Monofásico;30
Empresa W;10030007;01/01/2023;1007.74;977.74;;Monofásico;30
Empresa W;10030007;01/02/2023;973.98;943.98;;Monofásico;30
Empresa W;10030007;01/03/2023;1096.34;1066.34;;Monofásico;30
Empresa W;10030007;01/04/2023;1096.67;1066.67;;Monofásico;30
Empresa W;10030007;01/05/2023;1298.78;1093.65;;Monofásico;30
Empresa W;10030007;01/06/2023;763.01;733.01;;Monofásico;30
Empresa W;10030007;01/07/2023;690.36;660.36;;Monofásico;30
Empresa W;10030007;01/08/2023;731.44;701.44;;Monofásico;30
Empresa W;10030007;01/09/2023;949.61;677.28;;Monofásico;30
Empresa W;10030007;01/10/2023;1216.73;1186.73;;Monofásico;30
Empresa W;10030007;01/11/2023;1228.64;1198.64;;Monofásico;30
Empresa W;10030007;01/12/2023;1274.75;1244.75;;Monofásico;30
Empresa W;10030007;01/01/2024;1028.77;998.77;;Monofásico;30
Empresa W;10030007;01/02/2024;995.29;770.68;;Monofásico;30
Empresa W;10030007;01/03/2024;1107.94;1077.94;;Monofásico;30
Empresa W;10030007;01/04/2024;1108.22;1078.22;;Monofásico;30
Empresa W;10030007;01/05/2024;1325.11;1295.11;;Monofásico;30
Empresa W;10030007;01/06/2024;781.34;751.34;;Monofásico;30
Empresa W;10030007;01/07/2024;939.69;909.69;;Monofásico;30
Empresa W;10030007;01/08/2024;982.56;952.56;;Monofásico;30
Empresa W;10030007;01/09/2024;1228.08;1198.08;;Monofásico;30
Empresa W;10030007;01/10/2024;1544.24;1513.63;;Monofásico;30
Empresa W;10030007;01/11/2024;1462.2;1432.2;;Monofásico;30
Empresa W;10030007;01/12/2024;1456.06;1426.06;5110.2;Monofásico;30
Empresa W;10030008;01/01/2023;721.32;478.38;;Bifásico;50
Empresa W;10030008;01/02/2023;697.15;584.28;;Bifásico;50
Empresa W;10030008;01/03/2023;784.74;627.05;;Bifásico;50
Empresa W;10030008;01/04/2023;784.97;734.97;;Bifásico;50
Empresa W;10030008;01/05/2023;929.64;879.64;;Bifásico;50
Empresa W;10030008;01/06/2023;546.15;496.15;;Bifásico;50
Empresa W;10030008;01/07/2023;494.15;444.15;;Bifásico;50
Empresa W;10030008;01/08/2023;523.55;473.55;;Bifásico;50
Empresa W;10030008;01/09/2023;679.72;629.72;;Bifásico;50
Empresa W;10030008;01/10/2023;870.91;820.91;;Bifásico;50
Empresa W;10030008;01/11/2023;879.44;829.44;;Bifásico;50
Empresa W;10030008;01/12/2023;912.44;862.44;;Bifásico;50
Empresa W;10030008;01/01/2024;744.67;694.67;;Bifásico;50
Empresa W;10030008;01/02/2024;720.41;670.41;;Bifásico;50
Empresa W;10030008;01/03/2024;796.06;541.63;;Bifásico;50
Empresa W;10030008;01/04/2024;801.51;751.51;;Bifásico;50
Empresa W;10030008;01/05/2024;944.3;894.3;;Bifásico;50
Empresa W;10030008;01/06/2024;558.07;508.07;;Bifásico;50
Empresa W;10030008;01/07/2024;703.41;631.28;;Bifásico;50
Empresa W;10030008;01/08/2024;677.04;627.04;;Bifásico;50
Empresa W;10030008;01/09/2024;892.03;697.93;;Bifásico;50
Empresa W;10030008;01/10/2024;993.59;943.59;;Bifásico;50
Empresa W;10030008;01/11/2024;1094.96;843.46;;Bifásico;50
Empresa W;10030008;01/12/2024;1135.05;1085.05;5561.31;Bifásico;50
Empresa W;10030009;01/01/2023;464.3;434.3;;Monofásico;30
Empresa W;10030009;01/02/2023;448.75;418.75;;Monofásico;30
Empresa W;10030009;01/03/2023;505.12;475.12;;Monofásico;30
Empresa W;10030009;01/04/2023;505.27;359.23;;Monofásico;30
Empresa W;10030009;01/05/2023;598.4;568.4;;Monofásico;30
Empresa W;10030009;01/06/2023;351.55;282.36;;Monofásico;30
Empresa W;10030009;01/07/2023;318.07;288.07;;Monofásico;30
Empresa W;10030009;01/08/2023;337.0;307.0;;Monofásico;30
Empresa W;10030009;01/09/2023;437.52;407.52;;Monofásico;30
Empresa W;10030009;01/10/2023;560.59;530.59;;Monofásico;30
Empresa W;10030009;01/11/2023;566.08;536.08;;Monofásico;30
Empresa W;10030009;01/12/2023;587.32;557.32;;Monofásico;30
Empresa W;10030009;01/01/2024;470.1;440.1;;Monofásico;30
Empresa W;10030009;01/02/2024;463.0;418.31;;Monofásico;30
Empresa W;10030009;01/03/2024;518.27;440.14;;Monofásico;30
Empresa W;10030009;01/04/2024;518.7;488.7;;Monofásico;30
Empresa W;10030009;01/05/2024;604.43;574.43;;Monofásico;30
Empresa W;10030009;01/06/2024;358.58;328.58;;Monofásico;30
Empresa W;10030009;01/07/2024;440.8;410.8;;Monofásico;30
Empresa W;10030009;01/08/2024;418.36;314.0;;Monofásico;30
Empresa W;10030009;01/09/2024;567.1;537.1;;Monofásico;30
Empresa W;10030009;01/10/2024;683.9;653.9;;Monofásico;30
Empresa W;10030009;01/11/2024;642.76;434.27;;Monofásico;30
Empresa W;10030009;01/12/2024;728.32;698.32;2109.02;Monofásico;30
Empresa W;10030010;01/01/2023;2251.0;2201.0;;Bifásico;50
Empresa W;10030010;01/02/2023;2175.6;2125.6;;Bifásico;50
Empresa W;10030010;01/03/2023;2448.92;2393.58;;Bifásico;50
Empresa W;10030010;01/04/2023;2449.65;2262.55;;Bifásico;50
Empresa W;10030010;01/05/2023;2901.12;2851.12;;Bifásico;50
Empresa W;10030010;01/06/2023;1704.36;1654.36;;Bifásico;50
Empresa W;10030010;01/07/2023;1542.07;1492.07;;Bifásico;50
Empresa W;10030010;01/08/2023;1633.83;1583.83;;Bifásico;50
Empresa W;10030010;01/09/2023;2121.18;1904.64;;Bifásico;50
Empresa W;10030010;01/10/2023;2717.85;2667.85;;Bifásico;50
Empresa W;10030010;01/11/2023;2744.45;2694.45;;Bifásico;50
Empresa W;10030010;01/12/2023;2847.43;2797.43;;Bifásico;50
Empresa W;10030010;01/01/2024;2320.49;2270.49;;Bifásico;50
Empresa W;10030010;01/02/2024;2246.95;2196.95;;Bifásico;50
Empresa W;10030010;01/03/2024;2512.78;2296.29;;Bifásico;50
Empresa W;10030010;01/04/2024;2489.02;2439.02;;Bifásico;50
Empresa W;10030010;01/05/2024;2938.04;2888.04;;Bifásico;50
Empresa W;10030010;01/06/2024;1757.69;1707.69;;Bifásico;50
Empresa W;10030010;01/07/2024;2096.09;2046.09;;Bifásico;50
Empresa W;10030010;01/08/2024;2059.38;2009.38;;Bifásico;50
Empresa W;10030010;01/09/2024;2666.46;2616.46;;Bifásico;50
Empresa W;10030010;01/10/2024;3145.82;3095.82;;Bifásico;50
Empresa W;10030010;01/11/2024;3370.93;3320.93;;Bifásico;50
Empresa W;10030010;01/12/2024;3518.92;3468.92;9536.7;Bifásico;50
Empresa W;10030011;01/01/2023;605.92;363.37;;Trifásico;100
Empresa W;10030011;01/02/2023;585.63;485.63;;Trifásico;100
Empresa W;10030011;01/03/2023;659.2;559.2;;Trifásico;100
Empresa W;10030011;01/04/2023;659.39;517.75;;Trifásico;100
Empresa W;10030011;01/05/2023;780.92;680.92;;Trifásico;100
Empresa W;10030011;01/06/2023;458.78;294.45;;Trifásico;100
Empresa W;10030011;01/07/2023;415.09;315.09;;Trifásico;100
Empresa W;10030011;01/08/2023;439.79;339.79;;Trifásico;100
Empresa W;10030011;01/09/2023;570.98;338.88;;Trifásico;100
Empresa W;10030011;01/10/2023;731.59;519.57;;Trifásico;100
Empresa W;10030011;01/11/2023;738.75;638.75;;Trifásico;100
Empresa W;10030011;01/12/2023;766.47;666.47;;Trifásico;100
Empresa W;10030011;01/01/2024;623.05;523.05;;Trifásico;100
Empresa W;10030011;01/02/2024;599.36;499.36;;Trifásico;100
Empresa W;10030011;01/03/2024;677.12;577.12;;Trifásico;100
Empresa W;10030011;01/04/2024;669.87;569.87;;Trifásico;100
Empresa W;10030011;01/05/2024;788.11;688.11;;Trifásico;100
Empresa W;10030011;01/06/2024;476.84;376.84;;Trifásico;100
Empresa W;10030011;01/07/2024;549.85;389.03;;Trifásico;100
Empresa W;10030011;01/08/2024;622.89;522.89;;Trifásico;100
Empresa W;10030011;01/09/2024;708.18;608.18;;Trifásico;100
Empresa W;10030011;01/10/2024;904.36;804.36;;Trifásico;100
Empresa W;10030011;01/11/2024;902.51;754.63;;Trifásico;100
Empresa W;10030011;01/12/2024;936.2;836.2;4279.06;Trifásico;100
Empresa W;10030012;01/01/2023;2051.06;1951.06;;Trifásico;100
Empresa W;10030012;01/02/2023;1982.35;1882.35;;Trifásico;100
Empresa W;10030012;01/03/2023;2231.39;2131.39;;Trifásico;100
Empresa W;10030012;01/04/2023;2232.06;1809.32;;Trifásico;100
Empresa W;10030012;01/05/2023;2643.43;2543.43;;Trifásico;100
Empresa W;10030012;01/06/2023;1552.97;1452.97;;Trifásico;100
Empresa W;10030012;01/07/2023;1405.1;1305.1;;Trifásico;100
Empresa W;10030012;01/08/2023;1488.71;1388.71;;Trifásico;100
Empresa W;10030012;01/09/2023;1932.76;1322.99;;Trifásico;100
Empresa W;10030012;01/10/2023;2476.44;2376.44;;Trifásico;100
Empresa W;10030012;01/11/2023;2500.67;1949.09;;Trifásico;100
Empresa W;10030012;01/12/2023;2594.51;1994.51;;Trifásico;100
Empresa W;10030012;01/01/2024;2116.73;2016.73;;Trifásico;100
Empresa W;10030012;01/02/2024;2037.27;1937.27;;Trifásico;100
Empresa W;10030012;01/03/2024;2285.23;2185.23;;Trifásico;100
Empresa W;10030012;01/04/2024;2288.17;2188.17;;Trifásico;100
Empresa W;10030012;01/05/2024;2700.17;2548.86;;Trifásico;100
Empresa W;10030012;01/06/2024;1600.37;1500.37;;Trifásico;100
Empresa W;10030012;01/07/2024;1866.19;1766.19;;Trifásico;100
Empresa W;10030012;01/08/2024;2040.69;1455.15;;Trifásico;100
Empresa W;10030012;01/09/2024;2365.55;2265.55;;Trifásico;100
Empresa W;10030012;01/10/2024;2850.78;2656.92;;Trifásico;100
Empresa W;10030012;01/11/2024;2845.8;2429.39;;Trifásico;100
Empresa W;10030012;01/12/2024;2931.54;2831.54;11056.37;Trifásico;100
Empresa W;10030013;01/01/2023;1630.66;1580.66;;Bifásico;50
Empresa W;10030013;01/02/2023;1576.03;1318.62;;Bifásico;50
Empresa W;10030013;01/03/2023;1774.03;1724.03;;Bifásico;50
Empresa W;10030013;01/04/2023;1774.56;1644.08;;Bifásico;50
Empresa W;10030013;01/05/2023;2101.61;2051.61;;Bifásico;50
Empresa W;10030013;01/06/2023;1234.66;1184.66;;Bifásico;50
Empresa W;10030013;01/07/2023;1117.1;943.22;;Bifásico;50
Empresa W;10030013;01/08/2023;1183.57;1133.57;;Bifásico;50
Empresa W;10030013;01/09/2023;1536.61;1084.37;;Bifásico;50
Empresa W;10030013;01/10/2023;1968.85;1918.85;;Bifásico;50
Empresa W;10030013;01/11/2023;1988.12;1547.93;;Bifásico;50
Empresa W;10030013;01/12/2023;2062.72;2012.72;;Bifásico;50
Empresa W;10030013;01/01/2024;1669.55;1619.55;;Bifásico;50
Empresa W;10030013;01/02/2024;1603.49;1094.24;;Bifásico;50
Empresa W;10030013;01/03/2024;1814.61;1764.61;;Bifásico;50
Empresa W;10030013;01/04/2024;1799.28;1749.28;;Bifásico;50
Empresa W;10030013;01/05/2024;2123.44;2073.44;;Bifásico;50
Empresa W;10030013;01/06/2024;1281.22;1231.22;;Bifásico;50
Empresa W;10030013;01/07/2024;1594.35;1544.35;;Bifásico;50
Empresa W;10030013;01/08/2024;1460.97;1410.97;;Bifásico;50
Empresa W;10030013;01/09/2024;1881.37;1335.96;;Bifásico;50
Empresa W;10030013;01/10/2024;2497.55;2447.55;;Bifásico;50
Empresa W;10030013;01/11/2024;2435.3;2385.3;;Bifásico;50
Empresa W;10030013;01/12/2024;2429.02;2187.4;0.0;Bifásico;50
Empresa W;10030014;01/01/2023;330.93;300.93;;Monofásico;30
Empresa W;10030014;01/02/2023;319.84;289.84;;Monofásico;30
Empresa W;10030014;01/03/2023;360.03;330.03;;Monofásico;30
Empresa W;10030014;01/04/2023;360.13;273.7;;Monofásico;30
Empresa W;10030014;01/05/2023;426.51;396.51;;Monofásico;30
Empresa W;10030014;01/06/2023;250.57;220.57;;Monofásico;30
Empresa W;10030014;01/07/2023;226.71;147.38;;Monofásico;30
Empresa W;10030014;01/08/2023;240.2;196.18;;Monofásico;30
Empresa W;10030014;01/09/2023;311.84;281.84;;Monofásico;30
Empresa W;10030014;01/10/2023;399.56;369.56;;Monofásico;30
Empresa W;10030014;01/11/2023;403.47;373.47;;Monofásico;30
Empresa W;10030014;01/12/2023;418.61;388.61;;Monofásico;30
Empresa W;10030014;01/01/2024;338.67;308.67;;Monofásico;30
Empresa W;10030014;01/02/2024;326.86;296.86;;Monofásico;30
Empresa W;10030014;01/03/2024;367.4;337.4;;Monofásico;30
Empresa W;10030014;01/04/2024;368.33;338.33;;Monofásico;30
Empresa W;10030014;01/05/2024;436.24;299.51;;Monofásico;30
Empresa W;10030014;01/06/2024;259.15;229.15;;Monofásico;30
Empresa W;10030014;01/07/2024;314.68;284.68;;Monofásico;30
Empresa W;10030014;01/08/2024;325.76;295.76;;Monofásico;30
Empresa W;10030014;01/09/2024;383.99;353.99;;Monofásico;30
Empresa W;10030014;01/10/2024;482.79;452.79;;Monofásico;30
Empresa W;10030014;01/11/2024;501.11;471.11;;Monofásico;30
Empresa W;10030014;01/12/2024;517.15;444.36;0.0;Monofásico;30
Empresa W;10030015;01/01/2023;1821.41;1771.41;;Bifásico;50
Empresa W;10030015;01/02/2023;1760.39;1521.5;;Bifásico;50
Empresa W;10030015;01/03/2023;1981.55;1931.55;;Bifásico;50
Empresa W;10030015;01/04/2023;1982.14;1932.14;;Bifásico;50
Empresa W;10030015;01/05/2023;2347.45;2297.45;;Bifásico;50
Empresa W;10030015;01/06/2023;1379.09;1329.09;;Bifásico;50
Empresa W;10030015;01/07/2023;1247.77;1197.77;;Bifásico;50
Empresa W;10030015;01/08/2023;1322.02;1272.02;;Bifásico;50
Empresa W;10030015;01/09/2023;1716.36;1308.38;;Bifásico;50
Empresa W;10030015;01/10/2023;2199.15;2149.15;;Bifásico;50
Empresa W;10030015;01/11/2023;2220.68;2155.51;;Bifásico;50
Empresa W;10030015;01/12/2023;2304.01;2009.21;;Bifásico;50
Empresa W;10030015;01/01/2024;1870.11;1820.11;;Bifásico;50
Empresa W;10030015;01/02/2024;1811.85;1761.85;;Bifásico;50
Empresa W;10030015;01/03/2024;2029.91;1960.02;;Bifásico;50
Empresa W;10030015;01/04/2024;2005.1;1955.1;;Bifásico;50
Empresa W;10030015;01/05/2024;2383.03;2333.03;;Bifásico;50
Empresa W;10030015;01/06/2024;1414.63;1311.58;;Bifásico;50
Empresa W;10030015;01/07/2024;1811.19;1301.74;;Bifásico;50
Empresa W;10030015;01/08/2024;1753.79;1703.79;;Bifásico;50
Empresa W;10030015;01/09/2024;2199.08;1893.9;;Bifásico;50
Empresa W;10030015;01/10/2024;2671.62;2621.62;;Bifásico;50
Empresa W;10030015;01/11/2024;2532.39;2482.39;;Bifásico;50
Empresa W;10030015;01/12/2024;2795.03;2016.77;0.0;Bifásico;50
Empresa W;10030016;01/01/2023;2572.14;2472.14;;Trifásico;100
Empresa W;10030016;01/02/2023;2485.97;2385.97;;Trifásico;100
Empresa W;10030016;01/03/2023;2798.29;2698.29;;Trifásico;100
Empresa W;10030016;01/04/2023;2799.12;2699.12;;Trifásico;100
Empresa W;10030016;01/05/2023;3315.0;3215.0;;Trifásico;100
Empresa W;10030016;01/06/2023;1947.51;1619.02;;Trifásico;100
Empresa W;10030016;01/07/2023;1762.07;1662.07;;Trifásico;100
Empresa W;10030016;01/08/2023;1866.92;1766.92;;Trifásico;100
Empresa W;10030016;01/09/2023;2423.79;2323.79;;Trifásico;100
Empresa W;10030016;01/10/2023;3105.58;3005.58;;Trifásico;100
Empresa W;10030016;01/11/2023;3135.98;3035.98;;Trifásico;100
Empresa W;10030016;01/12/2023;3253.65;3153.65;;Trifásico;100
Empresa W;10030016;01/01/2024;2648.32;2548.32;;Trifásico;100
Empresa W;10030016;01/02/2024;2525.7;2425.7;;Trifásico;100
Empresa W;10030016;01/03/2024;2848.44;2748.44;;Trifásico;100
Empresa W;10030016;01/04/2024;2870.21;2770.21;;Trifásico;100
Empresa W;10030016;01/05/2024;3345.54;3245.54;;Trifásico;100
Empresa W;10030016;01/06/2024;1998.92;1898.92;;Trifásico;100
Empresa W;10030016;01/07/2024;2189.13;2089.13;;Trifásico;100
Empresa W;10030016;01/08/2024;2343.11;2243.11;;Trifásico;100
Empresa W;10030016;01/09/2024;2911.93;2811.93;;Trifásico;100
Empresa W;10030016;01/10/2024;3528.11;2623.25;;Trifásico;100
Empresa W;10030016;01/11/2024;3779.36;3679.36;;Trifásico;100
Empresa W;10030016;01/12/2024;4084.87;3984.87;9170.69;Trifásico;100
Empresa W;10030017;01/01/2023;2491.77;1892.66;;Bifásico;50
Empresa W;10030017;01/02/2023;2408.3;1821.61;;Bifásico;50
Empresa W;10030017;01/03/2023;2710.86;2660.86;;Bifásico;50
Empresa W;10030017;01/04/2023;2711.67;2661.67;;Bifásico;50
Empresa W;10030017;01/05/2023;3211.43;3161.43;;Bifásico;50
Empresa W;10030017;01/06/2023;1886.66;1836.66;;Bifásico;50
Empresa W;10030017;01/07/2023;1707.02;1393.02;;Bifásico;50
Empresa W;10030017;01/08/2023;1808.59;1758.59;;Bifásico;50
